 PATH path4529 FOUND 
Scale factor = 1.000000
 0) 724.89,55.09
    725.92,110.18
    725.41,110.39
 PATH path5033 FOUND 
Scale factor = 1.000000
 1) 770.82,0.03
    761.06,2.76
    755.07,3.75
    747.02,3.84
    744.96,5.54
    744.04,6.43
    742.61,6.11
    741.51,7.64
    735.97,17.02
    737.18,18.78
    739.05,17.55
    747.67,8.32
    750.22,7.55
    752.80,7.89
    760.47,6.07
    770.48,4.94
    772.91,5.73
    773.83,5.53
    774.21,8.92
    770.04,20.09
    765.68,28.03
    761.61,33.51
    753.40,38.51
    745.55,43.35
    742.27,45.57
    740.00,46.60
    737.12,47.55
    733.01,48.54
    727.87,49.42
    722.74,47.87
    719.30,44.09
    717.84,41.57
    715.61,36.06
    716.37,32.15
    719.47,26.80
    719.39,24.13
    716.09,22.24
    712.00,20.13
    710.61,19.62
    709.14,19.37
    707.92,20.63
    711.94,23.95
    713.87,27.76
    711.71,31.11
    708.46,34.63
    701.89,35.96
    695.87,36.43
    691.35,36.41
    685.95,37.46
    684.55,39.63
    681.48,43.03
    679.80,45.55
    679.17,47.70
    679.58,50.43
    680.61,49.98
    682.40,47.41
    685.86,42.82
    690.22,39.84
    696.11,39.30
    705.17,38.28
    712.73,41.19
    715.59,45.36
    717.11,48.17
    716.36,49.40
    715.33,52.18
    714.67,53.96
    714.53,54.57
    714.37,54.95
    713.46,56.49
    710.58,60.89
    706.30,64.23
    703.43,66.70
    700.27,69.34
    691.71,72.83
    683.92,77.12
    680.27,79.55
    666.75,77.07
    663.76,75.09
    660.85,74.26
    655.83,70.93
    650.50,66.17
    647.73,63.62
    645.99,61.53
    644.25,59.72
    641.05,59.82
    633.33,57.61
    630.38,56.22
    623.83,52.05
    619.16,48.18
    617.05,47.16
    614.76,47.17
    614.88,49.17
    616.65,53.02
    624.37,61.35
    635.37,64.25
    641.87,67.70
    647.29,74.29
    649.77,76.94
    649.78,80.50
    648.34,87.44
    644.64,93.26
    642.39,96.70
    634.78,103.46
    617.83,104.96
    616.08,103.77
    615.54,103.45
    613.85,102.25
    606.93,98.91
    605.81,96.35
    606.63,95.08
    608.27,93.09
    609.91,90.98
    610.74,89.59
    611.56,87.16
    611.96,85.78
    611.72,77.27
    609.01,74.39
    604.36,68.34
    601.28,61.84
    599.49,64.05
    602.04,73.05
    604.64,76.27
    606.66,79.50
    607.63,83.45
    604.40,93.53
    602.05,96.46
    597.45,93.20
    594.79,89.89
    590.43,85.51
    586.44,82.05
    582.71,80.05
    580.00,80.43
    575.25,85.60
    574.82,90.71
    577.43,88.96
    581.89,85.65
    586.77,85.88
    589.16,88.01
    591.18,89.86
    593.50,92.35
    596.95,97.15
    597.85,101.26
    589.54,108.62
    585.67,110.36
    575.19,111.54
    565.62,111.70
    557.22,108.42
    544.61,104.38
    540.40,103.26
    538.40,99.38
    537.85,97.89
    536.56,92.44
    535.40,87.08
    534.71,83.93
    537.27,83.39
    547.88,77.66
    550.40,75.91
    553.38,79.61
    556.96,83.31
    558.13,82.89
    553.11,73.76
    552.60,72.19
    552.97,70.85
    553.59,67.08
    556.88,61.77
    561.67,58.28
    566.20,53.71
    567.95,52.10
    569.23,51.04
    570.20,49.89
    572.61,45.40
    570.93,45.92
    568.88,47.97
    564.96,51.52
    559.80,55.49
    558.27,55.31
    552.61,57.10
    550.59,58.32
    547.27,57.66
    537.01,57.64
    535.13,58.71
    533.88,60.14
    538.06,61.13
    544.52,60.91
    548.12,61.19
    548.54,62.78
    548.67,71.21
    544.99,75.00
    539.26,78.26
    534.30,80.40
    533.78,80.13
    533.27,81.29
    532.34,82.15
    532.23,86.06
    532.55,97.09
    528.54,100.20
    517.32,99.28
    511.76,96.76
    509.84,97.19
    506.10,97.47
    500.35,96.48
    492.68,93.05
    490.73,94.28
    493.43,99.54
    494.71,101.14
    506.14,105.53
    517.40,107.57
    529.10,111.72
    535.66,115.36
    538.74,116.98
    543.33,119.08
    546.83,120.40
    556.94,129.88
    559.43,135.04
    559.98,141.98
    560.30,144.14
    562.40,144.15
    568.28,146.25
    569.30,148.88
    573.87,156.33
    583.69,161.81
    586.22,162.12
    586.67,165.44
    594.20,179.49
    596.21,182.81
    596.86,184.96
    595.68,190.89
    595.48,192.54
    594.09,200.86
    589.67,203.11
    585.64,207.84
    586.39,212.36
    588.34,211.54
    592.91,211.81
    595.81,213.25
    598.07,214.39
    599.02,220.24
    596.58,232.07
    595.57,235.38
    594.66,239.09
    595.15,243.40
    596.67,247.20
    598.59,247.74
    601.09,234.35
    610.36,215.04
    616.20,212.87
    626.54,213.28
    629.40,216.53
    630.64,218.25
    631.36,219.43
    633.09,218.94
    634.99,217.50
    637.92,216.78
    641.62,215.89
    645.37,215.42
    646.98,216.52
    646.49,220.80
    644.44,234.69
    643.48,239.21
    641.59,244.81
    639.78,249.99
    633.73,259.69
    629.14,261.65
    623.07,260.64
    616.87,259.43
    612.35,257.96
    609.92,257.75
    616.42,262.94
    623.28,264.67
    630.06,266.31
    636.69,272.13
    636.68,274.89
    637.23,277.03
    637.87,278.51
    635.17,284.82
    634.58,285.71
    634.25,286.41
    632.36,289.13
    630.69,294.74
    632.73,300.56
    635.44,298.26
    636.66,296.21
    638.04,291.07
    640.68,280.17
    643.82,276.80
    649.69,275.60
    652.25,276.23
    660.53,280.47
    663.77,285.93
    669.25,292.96
    678.49,298.08
    678.80,305.16
    676.09,313.58
    672.01,314.30
    665.22,314.29
    660.18,313.43
    657.80,315.88
    654.50,319.97
    652.66,321.95
    651.68,323.93
    649.79,328.78
    650.61,329.09
    651.43,328.70
    654.24,324.56
    656.72,322.92
    660.13,321.28
    663.89,320.28
    673.32,318.45
    675.96,318.06
    677.89,317.58
    679.17,317.17
    680.78,316.76
    682.91,315.89
    683.56,308.18
    682.58,299.56
    681.18,297.57
    679.35,294.86
    664.41,279.27
    660.30,276.32
    650.81,272.69
    646.56,271.82
    645.23,264.14
    646.05,253.46
    646.73,243.09
    648.96,230.45
    650.46,220.17
    652.66,215.24
    654.06,212.77
    658.71,208.74
    662.73,207.02
    665.92,204.71
    666.49,201.86
    653.07,205.97
    651.45,206.97
    647.95,208.88
    645.30,210.31
    642.73,211.07
    636.14,212.44
    635.14,212.24
    633.45,211.34
    629.65,209.28
    627.39,206.25
    626.13,203.23
    624.08,200.38
    621.99,189.47
    628.29,177.14
    636.92,174.97
    640.07,174.63
    640.54,169.62
    641.18,164.22
    641.56,162.52
    644.26,156.67
    646.08,153.28
    647.52,151.88
    648.55,150.92
    649.36,149.70
    651.82,150.70
    653.48,152.72
    654.72,153.94
    655.96,154.85
    656.44,153.79
    654.47,145.46
    654.15,138.32
    654.48,135.21
    654.10,134.07
    653.57,132.76
    653.53,131.40
    659.24,125.07
    663.90,119.98
    667.66,117.85
    670.87,116.63
    673.32,115.93
    676.31,116.15
    679.41,119.27
    681.84,119.66
    680.20,112.35
    680.88,109.60
    682.78,107.89
    684.32,105.50
    685.55,102.35
    685.40,98.15
    684.09,93.70
    683.49,92.04
    682.72,91.53
    681.47,94.10
    680.87,98.52
    673.10,110.67
    671.20,111.73
    665.96,111.59
    663.43,110.68
    662.59,111.69
    659.88,114.87
    658.00,117.58
    643.41,129.97
    631.07,133.99
    622.35,134.93
    621.43,136.98
    621.87,139.68
    622.52,143.46
    621.93,147.84
    619.81,151.63
    619.36,156.26
    621.96,152.15
    626.44,146.10
    634.79,147.14
    634.19,152.11
    632.12,161.09
    631.53,163.87
    627.72,165.58
    618.74,173.78
    613.49,169.56
    607.07,165.63
    605.02,160.31
    603.06,153.43
    601.46,148.46
    609.08,145.77
    610.57,147.66
    611.58,149.07
    611.77,144.45
    611.31,137.69
    610.55,135.68
    607.75,135.76
    597.26,135.94
    591.47,136.97
    587.51,139.92
    586.24,139.46
    586.13,138.75
    584.70,138.54
    583.63,137.36
    580.14,134.51
    575.60,129.57
    573.28,124.89
    573.12,121.71
    575.65,117.20
    579.50,115.07
    581.90,114.58
    584.08,114.56
    591.52,113.37
    594.94,110.90
    597.99,108.33
    599.55,107.15
    600.87,106.04
    602.44,105.41
    609.76,108.19
    615.72,109.64
    623.57,110.85
    633.06,110.43
    639.16,108.81
    645.05,103.99
    653.86,96.56
    658.01,93.96
    664.79,90.95
    673.42,87.86
    687.45,84.46
    694.70,84.69
    702.14,92.06
    703.95,97.11
    704.36,99.87
    706.30,108.72
    705.07,117.22
    704.23,120.09
    700.18,129.35
    694.52,132.32
    693.84,133.21
    692.46,131.85
    687.47,130.21
    683.84,130.19
    669.17,131.43
    661.28,132.53
    657.60,132.87
    658.46,142.18
    659.03,158.11
    659.96,165.77
    664.31,168.80
    665.93,163.05
    666.75,160.87
    668.47,159.54
    671.31,157.63
    670.95,152.51
    671.62,148.19
    677.30,142.22
    678.76,141.66
    682.30,141.07
    685.43,140.79
    686.10,142.46
    687.03,145.78
    687.65,147.43
    688.01,147.86
    687.60,148.04
    687.64,149.15
    687.72,150.25
    686.93,162.55
    688.11,171.06
    689.01,180.38
    685.52,203.33
    687.12,206.51
    689.24,208.07
    680.36,214.03
    674.49,215.63
    672.44,223.18
    671.82,227.54
    671.75,229.46
    672.01,232.33
    672.14,238.79
    672.99,241.34
    673.93,243.71
    674.62,248.02
    673.83,252.46
    671.92,254.57
    669.99,256.41
    667.42,261.62
    666.81,262.95
    667.22,264.14
    672.18,261.72
    675.34,258.96
    677.90,255.47
    678.81,250.76
    677.82,247.88
    676.45,236.20
    676.68,230.77
    677.04,226.46
    677.13,224.55
    677.90,222.64
    677.80,221.94
    677.55,220.97
    690.55,220.56
    694.38,223.35
    696.65,225.68
    698.74,223.49
    700.83,221.30
    703.37,221.50
    709.74,224.02
    710.86,237.31
    708.41,243.52
    705.88,248.98
    704.49,252.23
    703.43,259.83
    706.68,273.69
    709.80,278.33
    714.77,285.89
    715.80,289.54
    716.86,301.39
    718.42,299.88
    719.42,298.36
    721.08,294.05
    721.09,287.72
    715.72,277.28
    714.31,275.47
    713.76,274.46
    712.06,267.44
    711.37,262.97
    712.47,251.61
    716.68,242.04
    722.74,244.78
    723.94,247.45
    725.20,255.72
    727.09,260.24
    730.94,268.46
    732.39,272.78
    733.02,280.74
    732.36,284.54
    732.81,287.28
    730.85,291.69
    730.50,293.00
    730.45,294.31
    731.23,293.35
    731.35,296.28
    727.16,305.25
    722.53,312.04
    717.86,314.13
    716.59,314.27
    707.72,313.88
    704.96,313.47
    703.63,314.71
    703.04,316.19
    702.66,317.71
    699.44,320.35
    694.89,321.93
    693.76,323.11
    691.07,325.18
    685.75,329.51
    686.41,329.91
    686.64,329.60
    688.66,329.23
    698.85,325.74
    699.62,325.21
    700.61,325.05
    703.83,323.54
    707.73,321.70
    716.37,318.99
    719.54,318.59
    725.83,320.30
    733.10,324.87
    736.73,327.44
    738.15,328.06
    739.23,328.68
    739.79,328.99
    746.96,331.35
    747.81,331.54
    749.93,331.79
    759.45,336.28
    758.63,340.44
    758.21,342.40
    757.58,343.88
    757.32,344.39
    757.53,346.01
    757.95,347.02
    760.34,344.86
    764.76,341.83
    766.68,339.82
    774.42,337.07
    782.28,339.21
    783.88,341.87
    784.05,342.56
    787.35,346.14
    790.13,352.78
    793.33,358.23
    796.23,361.31
    797.51,365.25
    794.46,373.47
    792.40,377.48
    795.28,375.94
    797.82,373.88
    804.66,365.56
    805.51,362.38
    805.77,359.78
    800.81,352.67
    795.69,347.79
    794.86,346.55
    794.27,345.04
    794.07,344.29
    793.63,343.48
    787.61,334.84
    786.66,334.04
    785.41,332.99
    784.82,332.33
    782.87,330.97
    775.68,324.80
    773.22,324.89
    767.86,327.24
    764.36,327.80
    761.22,326.35
    756.23,324.30
    753.56,323.31
    747.81,323.03
    737.33,320.23
    733.42,318.62
    725.61,314.62
    724.59,312.76
    726.48,310.59
    729.20,307.10
    730.76,304.43
    735.45,294.91
    737.19,289.64
    737.73,287.82
    738.81,285.63
    739.62,282.92
    739.25,275.55
    739.34,268.98
    738.17,261.89
    736.72,258.60
    735.90,255.67
    733.18,249.72
    730.49,244.55
    725.18,239.34
    722.06,237.66
    719.20,236.35
    717.85,235.22
    720.69,229.80
    722.74,219.77
    720.34,217.56
    716.69,216.31
    713.62,212.83
    713.02,211.64
    712.55,208.30
    710.15,190.88
    708.72,187.57
    706.91,183.93
    705.68,181.74
    707.28,181.54
    709.38,178.83
    712.39,179.11
    713.37,181.32
    713.76,184.15
    716.78,190.73
    719.17,193.43
    720.64,188.79
    721.31,184.20
    725.13,179.65
    728.77,177.18
    730.46,174.81
    727.05,175.52
    724.08,176.76
    720.88,178.26
    718.30,179.47
    716.00,176.20
    711.00,162.84
    708.35,157.29
    707.12,154.00
    706.42,147.48
    706.26,142.41
    708.03,142.61
    721.54,153.66
    721.88,162.10
    721.87,165.28
    723.65,165.70
    725.40,164.70
    727.89,163.49
    731.42,159.54
    731.61,158.71
    730.66,154.94
    730.27,151.29
    729.59,145.01
    728.74,141.05
    728.43,138.29
    728.70,137.97
    729.06,137.25
    731.18,133.28
    732.81,131.58
    735.39,129.62
    735.51,129.39
    736.27,128.06
    736.50,126.46
    737.43,123.93
    752.21,114.93
    759.11,113.43
    760.40,113.15
    763.89,112.52
    768.97,111.60
    770.82,111.48
    770.68,113.85
    771.88,117.20
    772.72,118.64
    774.69,119.42
    775.01,116.44
    774.48,112.49
    773.04,107.56
    773.11,106.71
    769.35,104.80
    762.60,105.50
    756.78,106.76
    752.37,106.47
    751.31,105.24
    746.94,101.19
    740.01,95.31
    737.68,93.55
    736.92,92.56
    733.21,91.75
    732.83,89.01
    733.63,85.97
    727.04,69.31
    726.18,65.26
    725.61,62.61
    724.06,67.54
    723.81,69.92
    723.35,71.68
    722.58,74.43
    723.83,80.43
    728.67,88.57
    728.70,94.61
    727.87,95.70
    728.70,96.05
    729.52,96.43
    726.44,100.16
    723.97,104.42
    723.96,106.35
    724.10,107.56
    731.04,97.57
    735.23,95.68
    739.59,99.48
    745.58,104.68
    744.30,109.88
    740.86,114.26
    739.79,115.58
    735.20,117.99
    734.86,118.62
    733.07,120.01
    732.81,120.33
    730.67,122.82
    729.06,125.38
    729.05,126.19
    725.74,127.22
    718.09,128.11
    711.79,128.67
    708.87,129.51
    707.32,129.79
    705.78,128.21
    706.21,126.20
    706.26,124.78
    707.27,119.52
    708.66,114.71
    711.97,112.94
    715.08,113.96
    716.90,116.72
    720.05,119.07
    719.75,115.45
    716.96,111.56
    714.56,110.62
    712.08,109.35
    711.13,108.73
    710.34,107.51
    709.20,101.73
    709.10,100.81
    708.96,100.16
    710.35,97.08
    709.69,95.02
    708.40,92.04
    707.36,90.30
    706.45,89.17
    705.10,87.21
    703.10,80.78
    704.26,73.04
    707.56,68.93
    709.48,67.52
    712.87,64.38
    714.82,61.85
    715.65,60.82
    716.47,60.08
    718.68,57.57
    722.74,55.71
    726.01,55.23
    730.19,54.80
    737.92,51.36
    741.75,50.43
    753.65,47.89
    762.11,40.83
    764.39,38.37
    766.01,40.05
    771.34,42.99
    775.76,44.26
    776.47,44.63
    779.25,46.10
    786.46,50.60
    791.01,52.73
    791.68,52.89
    795.89,53.35
    797.50,54.62
    798.39,60.82
    798.12,64.14
    794.97,66.07
    791.55,67.99
    789.83,68.93
    787.57,71.96
    788.37,73.34
    792.17,72.45
    800.72,68.76
    801.65,64.40
    801.68,59.06
    803.31,55.05
    806.07,53.31
    807.92,52.74
    808.22,51.09
    806.90,50.02
    806.48,48.58
    806.26,35.70
    803.22,30.29
    802.42,32.54
    802.18,34.79
    801.69,38.61
    799.47,47.96
    793.68,47.95
    781.42,44.54
    776.92,40.06
    775.08,36.88
    772.18,35.95
    769.15,33.61
    769.48,31.33
    769.86,30.06
    770.24,28.52
    770.72,26.25
    771.37,24.20
    771.81,22.70
    772.18,21.64
    772.53,20.77
    772.90,19.68
    774.03,17.24
    774.83,15.50
    775.87,13.11
    776.22,12.24
    776.43,8.73
    774.06,2.98
    773.49,1.77
 PATH path4892 FOUND 
Scale factor = 1.000000
 2) 821.94,72.21
    819.21,72.57
    816.85,73.45
    814.59,74.49
    811.72,75.13
    811.25,74.68
    811.05,76.94
    810.69,79.20
    810.07,79.98
    807.02,82.13
    805.38,80.91
    802.25,78.38
    801.55,81.01
    801.54,82.75
    801.82,84.41
    802.08,86.97
    801.65,88.65
    797.28,94.93
    795.98,92.76
    789.11,89.22
    779.80,91.17
    771.56,91.82
    764.49,92.01
    760.88,90.71
    756.41,88.39
    754.90,87.64
    752.12,85.97
    750.27,82.63
    748.42,79.51
    747.56,79.20
    745.44,78.15
    743.77,77.53
    745.10,81.26
    746.98,85.10
    749.29,88.54
    750.71,89.94
    752.11,91.12
    754.26,92.83
    757.26,96.12
    763.98,96.87
    768.71,96.26
    778.02,96.47
    782.95,95.86
    786.37,95.38
    795.28,99.21
    794.34,101.11
    793.29,104.96
    796.20,109.53
    797.33,111.06
    789.11,120.64
    786.95,122.66
    782.43,123.61
    775.96,124.04
    767.12,125.48
    759.11,126.99
    756.30,129.43
    753.71,131.40
    748.06,128.47
    744.40,126.62
    737.82,128.71
    735.65,130.48
    733.75,132.24
    736.71,136.81
    738.97,142.59
    739.89,146.33
    744.31,151.52
    744.99,163.66
    745.57,170.65
    749.04,177.37
    750.43,178.91
    748.87,184.04
    746.79,190.14
    747.38,197.16
    749.06,217.66
    746.97,218.94
    745.55,220.22
    745.54,217.86
    740.62,203.16
    738.56,200.19
    736.25,197.21
    734.37,195.76
    730.75,189.64
    729.38,188.44
    729.11,189.47
    728.63,190.99
    728.97,192.94
    731.38,197.55
    734.72,202.75
    736.68,205.49
    739.37,216.11
    739.61,222.66
    739.28,223.85
    741.69,226.27
    743.25,226.76
    752.81,229.03
    759.39,230.00
    764.60,231.51
    765.55,232.93
    766.16,234.87
    767.34,238.40
    764.97,241.45
    762.33,244.94
    760.31,252.09
    760.36,253.92
    759.96,254.54
    758.64,252.28
    758.99,256.06
    759.22,258.94
    758.55,261.70
    757.70,263.87
    757.05,265.86
    756.68,267.48
    753.85,269.33
    751.04,271.18
    748.54,272.28
    746.00,274.52
    743.75,276.24
    743.49,276.47
    744.07,277.18
    744.25,278.71
    743.68,284.95
    742.58,290.10
    741.35,292.13
    741.48,294.46
    741.67,295.38
    743.83,300.86
    744.18,302.17
    744.36,304.23
    747.72,305.36
    748.59,304.49
    747.59,299.45
    746.58,286.84
    746.57,279.27
    749.25,278.73
    754.18,276.89
    754.97,276.53
    755.53,278.82
    757.87,298.10
    760.54,308.00
    761.15,309.70
    761.73,310.40
    762.54,310.82
    764.66,311.05
    763.45,307.40
    762.80,302.83
    761.92,298.91
    760.30,285.79
    761.16,276.73
    761.05,274.44
    761.03,270.61
    762.60,266.56
    763.94,263.42
    764.92,260.78
    765.27,259.26
    767.74,247.86
    776.25,237.89
    776.80,238.61
    777.36,238.10
    776.44,236.62
    776.67,235.23
    783.51,235.46
    790.31,237.09
    795.15,237.86
    801.00,239.90
    804.12,245.49
    804.77,255.07
    803.25,256.23
    801.83,257.48
    799.60,259.26
    797.74,260.94
    798.46,261.54
    801.24,260.88
    804.14,259.53
    806.78,257.99
    808.81,253.43
    808.84,250.91
    809.30,239.80
    808.58,237.23
    807.99,234.80
    806.61,229.74
    805.78,217.70
    805.51,207.85
    805.03,205.40
    806.68,203.45
    808.60,200.23
    809.86,198.44
    811.65,195.22
    809.66,195.38
    806.72,196.15
    802.43,200.12
    800.02,208.74
    799.83,208.94
    799.44,209.18
    798.65,215.16
    795.09,216.52
    793.82,219.21
    793.21,224.76
    787.38,228.72
    780.31,226.58
    772.50,226.12
    770.81,222.15
    769.98,218.79
    769.22,211.10
    768.62,203.57
    767.78,198.84
    766.70,193.31
    766.67,190.81
    766.68,189.78
    766.75,188.70
    768.68,188.16
    774.53,209.34
    775.32,216.52
    779.02,212.21
    782.16,207.42
    784.76,203.44
    784.82,196.70
    784.12,191.01
    786.44,188.20
    787.16,187.16
    786.64,185.08
    792.20,183.19
    797.25,183.70
    800.70,184.21
    802.84,184.51
